"","X","country","medal_name","medal_subname","instituted","url","continent"
"1",1,"Abkhazia"," Medal of Hero of Abkhazia","<U+0413><U+0415><U+0420><U+041E><U+0419> <U+0410><U+0411><U+0425><U+0410><U+0417><U+0418><U+0418>","1992","https://medals.org.uk/abkhazia/abkhazia001.htm",NA
"2",2,"Abkhazia"," Order of Honour and Glory","<U+0410><U+0445><U+044C><U+0434><U+0437>-<U+0430><U+043F><U+0448><U+0430>","2002","https://medals.org.uk/abkhazia/abkhazia002.htm",NA
"3",3,"Abkhazia"," Order of Leon","<U+041E><U+0420><U+0414><U+0415><U+041D> <U+041B><U+0415><U+041E><U+041D><U+0410>","1992","https://medals.org.uk/abkhazia/abkhazia004.htm",NA
"4",4,"Abkhazia"," Order of Courage","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+041C><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+0430>","2007","https://medals.org.uk/abkhazia/abkhazia003.htm",NA
"5",5,"Abkhazia"," Medal for Bravery","<U+0410><U+0433><U+0443><U+043C><U+0448><U+0430><U+0440><U+0430><U+0437>","1992","https://medals.org.uk/abkhazia/abkhazia005.htm",NA
"6",6,"Abkhazia"," Medal ""For Military Valour""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia016.htm",NA
"7",7,"Abkhazia"," Medal for Distinction in Military Service",NA,NA,"https://medals.org.uk/abkhazia/abkhazia006.htm",NA
"8",8,"Abkhazia"," Medal ""For Maintaining Peace In Abkhazia""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia007.htm",NA
"9",9,"Abkhazia"," Medal for 10 Years of the Peacekeeping Mission in Abkhazia",NA,"2004","https://medals.org.uk/abkhazia/abkhazia008.htm",NA
"10",10,"Abkhazia"," Medal for the Liberation of Kodor",NA,NA,"https://medals.org.uk/abkhazia/abkhazia009.htm",NA
"11",11,"Abkhazia"," Jubilee Medal ""20 Years of Independence of Abkhazia""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia011.htm",NA
"12",12,"Abkhazia"," Medal ""20 Years of the Ministry of Defence of the Republic of Abkhazia, 1992-2012""",NA,"2012","https://medals.org.uk/abkhazia/abkhazia017.htm",NA
"13",13,"Abkhazia"," Badge of Honour ""Veteran Guard""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia012.htm",NA
"14",14,"Abkhazia"," Badge of Honour ""Patriotic War Veteran 1992-1993""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia013.htm",NA
"15",15,"Abkhazia"," Ministry Of Internal Affairs Medal ""For Valour In Service""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia010.htm",NA
"16",16,"Abkhazia"," Medal ""Lieutenant General Kharazia""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia014.htm",NA
"17",17,"Abkhazia"," Medal ""For Combat Cooperation""",NA,NA,"https://medals.org.uk/abkhazia/abkhazia015.htm",NA
"18",18,"Abkhazia"," Medal for Participation in Peacekeeping Missions",NA,NA,"https://medals.org.uk/abkhazia/abkhazia018.htm",NA
"19",19,"Abu Dhabi"," Order of Al Nahayyan","Wisam Al Nahayyan",NA,"https://medals.org.uk/abu-dhabi/abu-dhabi001.htm",NA
"20",20,"Abu Dhabi"," Union Defence Forces Loyal Service Medal",NA,"1969","https://medals.org.uk/abu-dhabi/abu-dhabi002.htm",NA
"21",21,"Abu Dhabi"," Good Service Medal",NA,"1970","https://medals.org.uk/abu-dhabi/abu-dhabi003.htm",NA
"22",22,"Abu Dhabi"," Defence Force Medal",NA,NA,"https://medals.org.uk/abu-dhabi/abu-dhabi004.htm",NA
"23",23,"Abu Dhabi"," Defence Force Service Medal",NA,"1966","https://medals.org.uk/abu-dhabi/abu-dhabi005.htm",NA
"24",24,"Abu Dhabi"," Police Accession Day Medal",NA,NA,"https://medals.org.uk/abu-dhabi/abu-dhabi006.htm",NA
"25",25,"Abu Dhabi"," Defence Force Inauguration Medal",NA,"1996","https://medals.org.uk/abu-dhabi/abu-dhabi007.htm",NA
"26",26,"Abu Dhabi"," Independence Medal",NA,NA,"https://medals.org.uk/abu-dhabi/abu-dhabi008.htm",NA
"27",27,"Afghanistan"," Hewad (Homeland) Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan009.htm","Asia"
"28",28,"Afghanistan"," Da Azadi Lamar (Freedom Sun) Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan010.htm","Asia"
"29",29,"Afghanistan"," Ahmad Shah Ba Ba Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan011.htm","Asia"
"30",30,"Afghanistan"," Ahmad Shah Mahsoud Medal",NA,"2005","https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan005.htm","Asia"
"31",31,"Afghanistan"," Shahid ""Qalbi Tarijh"" (Martyr ""Heart of History"") Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan012.htm","Asia"
"32",32,"Afghanistan"," Solha Wa Dosti (Peace and Friendship) Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan013.htm","Asia"
"33",33,"Afghanistan"," Minah Paal (Faithful) Decoration",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan014.htm","Asia"
"34",34,"Afghanistan"," Delaawari (Bravery) Decoration",NA,"2004","https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan015.htm","Asia"
"35",35,"Afghanistan"," Da Toryaal Satoorray (Bravery) Star",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan016.htm","Asia"
"36",36,"Afghanistan"," Sataarah Barajah Star",NA,"2004","https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan017.htm","Asia"
"37",37,"Afghanistan"," Waartaya (Supremacy) Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan018.htm","Asia"
"38",38,"Afghanistan"," Baryal Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan001.htm","Asia"
"39",39,"Afghanistan"," Jalal al-Din al-Afghani Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan004.htm","Asia"
"40",40,"Afghanistan"," Heart of the Lion Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan006.htm","Asia"
"41",41,"Afghanistan"," Afghanistan Freedom Medal",NA,"2006","https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan008.htm","Asia"
"42",42,"Afghanistan"," Ghazi Amanullah Khan Medal",NA,"2006","https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan002.htm","Asia"
"43",43,"Afghanistan"," Sayed Jamaluddin Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan003.htm","Asia"
"44",44,"Afghanistan"," Ghazí Mir Masyedi Khan Medal",NA,NA,"https://medals.org.uk/afghanistan/ir-afghanistan/ir-afghanistan007.htm","Asia"
"45",45,"Albania"," Order of the National Flag","Urdhri i Flamurit Kombëtar","1996","https://medals.org.uk/albania/albania-republic/albania-republic006.htm","Europe"
"46",46,"Albania"," Order of Scanderbeg","Urdhri i Skënderbeut","1996","https://medals.org.uk/albania/albania-republic/albania-republic007.htm","Europe"
"47",47,"Albania"," Order of the Honour of the Nation","Urdhri Nderi i Kombit","1996","https://medals.org.uk/albania/albania-republic/albania-republic001.htm","Europe"
"48",48,"Albania"," Order of the Grand Master","Urdhri Mjeshter i Madh","1996","https://medals.org.uk/albania/albania-republic/albania-republic002.htm","Europe"
"49",49,"Albania"," Order of Mother Theresa","Urdhri Nënë Tereza","1996","https://medals.org.uk/albania/albania-republic/albania-republic004.htm","Europe"
"50",50,"Albania"," Order of Naim Frashëri","Urdhri Naim Frashëri","1996","https://medals.org.uk/albania/albania-republic/albania-republic003.htm","Europe"
"51",51,"Albania"," Order for Patriotic Achievements","Urdhëri për Veprimtari Patriotike","1992","https://medals.org.uk/albania/albania-republic/albania-republic005.htm","Europe"
"52",52,"Albania"," Golden Eagle Medal","Medalja e Artë e Shqiponjës","1996","https://medals.org.uk/albania/albania-republic/albania-republic008.htm","Europe"
"53",53,"Albania"," Medal for Participation in International Services","Medalja per pjesëmarrje në shërbime ndëderkombëtare","2004","https://medals.org.uk/albania/albania-republic/albania-republic009.htm","Europe"
"54",54,"Algeria"," National Order of Merit","Ordre du Mérite National","1984","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria001.htm","Africa"
"55",55,"Algeria"," Medal for Martyrs of the War of National Liberation","Médaille de martyr de la guerre de libération nationale","1984","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria009.htm","Africa"
"56",56,"Algeria"," Medal for the Gravely Wounded, Invalids of War","Médaille de grand blessé, mutilé de guerre","1984","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria005.htm","Africa"
"57",57,"Algeria"," Medal of the Army of National Liberation","Medaille de l'armée de libération nationale","1984","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria002.htm","Africa"
"58",58,"Algeria"," Medal of the Resistance","Médaille de résistant","1984","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria008.htm","Africa"
"59",59,"Algeria"," Medal of the Friends of the Algerian Revolution",NA,"1987","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria003.htm","Africa"
"60",60,"Algeria"," Medal of the Wounded with Army Citation","Médaille de blessé citation à l'ordre de l'armée","1991","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria011.htm","Africa"
"61",61,"Algeria"," Medal of the Wounded without Citation","Médaille de blessé sans citation","1990","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria012.htm","Africa"
"62",62,"Algeria"," Medal of Military Merit","Médaille du Merite Militaire","1981","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria007.htm","Africa"
"63",63,"Algeria"," Medal of Honour",NA,"1990","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria006.htm","Africa"
"64",64,"Algeria"," Medal of the National People's Army",NA,"1986","https://medals.org.uk/algeria/pdr-algeria/pdr-algeria004.htm","Africa"
"65",65,"Algeria"," Medal for Veterans of the Revolution",NA,NA,"https://medals.org.uk/algeria/pdr-algeria/pdr-algeria010.htm","Africa"
"66",66,"Andorra"," Order of Charlemagne","Orde de Carlemany","2007","https://medals.org.uk/andorra/andorra001.htm","Europe"
"67",67,"Andorra"," Order of Merit","",NA,"https://medals.org.uk/andorra/andorra002.htm","Europe"
"68",68,"Angola"," Medal of Civil Merit","Medalha Mérito Civil",NA,"https://medals.org.uk/angola/angola001.htm","Africa"
"69",69,"Angola"," Medal of Military Merit","Medalha Mérito Militar",NA,"https://medals.org.uk/angola/angola002.htm","Africa"
"70",70,"Angola"," Medal of Merit for Services in Defence of the Country","Medalha Mérito por Serviços prestatos na defensa da Patria",NA,"https://medals.org.uk/angola/angola003.htm","Africa"
"71",71,"Angola","
Medal of the 1st of August","Medalh
na 1o da Agosto",NA,"https://medals.org.uk/angola/angola004.htm","Africa"
"72",72,"Angola","
Medal of Order","Desconocida",NA,"https://medals.org.uk/angola/angola005.htm","Africa"
"73",73,"Angola","
Medal for Combatants","Medalha
Fraternidade Combativa",NA,"https://medals.org.uk/angola/angola006.htm","Africa"
"74",74,"Angola","
Medal for the First Congress of the Popular Movement of Liberation of Angola",NA,"1977","https://medals.org.uk/angola/angola007.htm","Africa"
"75",75,"Angola","
National Union of Angolese Workers Medal ",NA,NA,"https://medals.org.uk/angola/angola008.htm","Africa"
"76",76,"Angola","
Armed Popular Front of Angola Medal ",NA,NA,"https://medals.org.uk/angola/angola009.htm","Africa"
"77",77,"Angola","
Unknown Presidential Medal ",NA,NA,"https://medals.org.uk/angola/angola010.htm","Africa"
"78",78,"Anhalt"," Order of Albert the Bear","Hausorden Albrecht des Bären","1836","https://medals.org.uk/anhalt/anhalt024.htm",NA
"79",79,"Anhalt"," The Order of Merit for Arts and Sciences","Verdienstorden für Wissenschaft und Kunst","1874","https://medals.org.uk/anhalt/anhalt003.htm",NA
"80",80,"Anhalt"," Fredrick Cross","Friedrichkreuz","1914","https://medals.org.uk/anhalt/anhalt004.htm",NA
"81",81,"Anhalt"," Medal for Merit, Loyalty and Faithfulness","Medaille für Verdienst, Anhänglichkeit und Treue","1835","https://medals.org.uk/anhalt/anhalt023.htm",NA
"82",82,"Anhalt"," Medal of Merit for Life Saving","Verdienstmedaille für Rettung aus Gefahr","1850","https://medals.org.uk/anhalt/anhalt022.htm",NA
"83",83,"Anhalt"," Marie Cross","Marienkreuz","1918","https://medals.org.uk/anhalt/anhalt013.htm",NA
"84",84,"Anhalt"," Nurse Cross 1914","Ehrenkreuz Für Krankenschwestern und Pflegerinnen 1914","1914","https://medals.org.uk/anhalt/anhalt028.htm",NA
"85",85,"Anhalt"," Honour Decoration for Members of the Fire Brigade","Ehrenzeichen fÜr Mitglieder der Feuerwehren","1888","https://medals.org.uk/anhalt/anhalt009.htm",NA
"86",86,"Anhalt"," Commemorative Medal for 50 Years of Reign","Medaille zur Erinnerung",NA,"https://medals.org.uk/anhalt/anhalt005.htm",NA
"87",87,"Anhalt"," Medal of 25 Years of Reign 1896","Erinnerungdmedaille zum 25 jährigen Regierungsjubiläum","1896","https://medals.org.uk/anhalt/anhalt006.htm",NA
"88",88,"Anhalt"," Long and Faithful Service Medal","Denkzeichen für fünfzigjährige Diensttreue","1864","https://medals.org.uk/anhalt/anhalt007.htm",NA
"89",89,"Anhalt"," Duchess Wite Frederick Commemorative Decoration","Erinnerungszeichen der Herzogin-Witwe Friederike von Anhalt-Bernburg","1901","https://medals.org.uk/anhalt/anhalt008.htm",NA
"90",90,"Anhalt"," Police Long Service Bar","Dienstauszeichnung für die Gensd'armerie","1870","https://medals.org.uk/anhalt/anhalt029.htm",NA
"91",91,"Anhalt"," Faithful Work Service Medal","Ehrebzeichen ""Für Treue in der Arbeit""","1895","https://medals.org.uk/anhalt/anhalt011.htm",NA
"92",92,"Anhalt"," 30
Year Midwife Honour Decoration",NA,NA,"https://medals.org.uk/anhalt/anhalt010.htm",NA
"93",93,"Anhalt"," 40 Year Long Service Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt014.htm",NA
"94",94,"Anhalt"," 25 Year Long Service Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt015.htm",NA
"95",95,"Anhalt"," 15 Year Long Service Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt016.htm",NA
"96",96,"Anhalt"," 12 Year Long Service Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt017.htm",NA
"97",97,"Anhalt"," 9 Year Long Service Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt018.htm",NA
"98",98,"Anhalt"," Land Krieg
      Veterans' War Merit Cross",NA,NA,"https://medals.org.uk/anhalt/anhalt012.htm",NA
"99",99,"Anhalt"," Alexander Carl Commemorative Medal 1848-49","Alexander Carl-Denkmünze 1848-49","1853","https://medals.org.uk/anhalt/anhalt020.htm",NA
"100",100,"Anhalt"," Army Long Service Bars for NCOs and Men","Dienstauszeichnung","1947","https://medals.org.uk/anhalt/anhalt026.htm",NA
"101",101,"Anhalt"," War Cross 1813-1815","Feldzugkreuz für 1913-1815",NA,"https://medals.org.uk/anhalt/anhalt027.htm",NA
"102",102,NA,NA,NA,NA,NA,NA
"103",103,"Annam"," Order of the Dragon of Annam","O. Dragon d'Annam","1886","https://medals.org.uk/annam/annam001.htm",NA
"104",104,"Annam"," The
Military Order of Bao Dai",NA,NA,"https://medals.org.uk/annam/annam002.htm",NA
"105",105,"Antigua and Barbuda"," The Most Excellent Order of the National Hero",NA,"1998","https://medals.org.uk/antigua/antigua002.htm","Americas"
"106",106,"Antigua and Barbuda"," The Most Distinguished Order of the Nation",NA,"1987","https://medals.org.uk/antigua/antigua001.htm","Americas"
"107",107,"Antigua","
The Most Illustrious Order of Merit",NA,NA,"https://medals.org.uk/antigua/antigua007.htm","Americas"
"108",108,"Antigua and Barbuda"," The Most Precious Order of Princely Heritage",NA,"1998","https://medals.org.uk/antigua/antigua008.htm","Americas"
"109",109,"Antigua","
Meritorious Service Medal",NA,NA,"https://medals.org.uk/antigua/antigua003.htm","Americas"
"110",110,"Antigua","
General Service Medal",NA,NA,"https://medals.org.uk/antigua/antigua004.htm","Americas"
"111",111,"Antigua","
Long Service and Good Conduct Medal",NA,NA,"https://medals.org.uk/antigua/antigua005.htm","Americas"
"112",112,"Antigua","
Efficient Service Medal",NA,NA,"https://medals.org.uk/antigua/antigua006.htm","Americas"
"113",113,"Antigua and Barbuda"," 25th Anniversary of Independence Medal",NA,"2006","https://medals.org.uk/antigua/antigua009.htm","Americas"
"114",114,"Aragon"," The Order of the Reversed Dragon","O. Dragon
Renvers<e9>","1418","https://medals.org.uk/aragon/aragon01.htm",NA
"115",115,"Aragon","
The Order of the Star","O. Etoile",NA,"https://medals.org.uk/aragon/aragon02.htm",NA
"116",116,"Aragon","
The Order of the Vase","O. Jarre
also named O. Vase de la Vierge ou O. Notre Dame du Lys","1410","https://medals.org.uk/aragon/aragon03.htm",NA
"117",117,"Aragon","
The Military Order of Our Lady of Mercy","O. Militaire de
Notre Dame de la Merci",NA,"https://medals.org.uk/aragon/aragon04.htm",NA
"118",118,"Aragon","
The Order of Our Lady of Grace","O. Notre Dame
des Gr<e2>ces","1223","https://medals.org.uk/aragon/aragon05.htm",NA
"119",119,"Aragon","
The Order of St George of Alfama","O. St Georges
d'Alfama",NA,"https://medals.org.uk/aragon/aragon06.htm",NA
"120",120,"Argentina"," Order of the Liberator San Martin","Orden del Libertador San Martin","1943","https://medals.org.uk/argentina/argentina001.htm","Americas"
"121",121,"Argentina"," Order of May","Orden de Mayo","1957","https://medals.org.uk/argentina/argentina002.htm","Americas"
"122",122,"Argentina"," Order of Civil Merit",NA,NA,"https://medals.org.uk/argentina/argentina004.htm","Americas"
"123",123,"Argentina"," Order of Naval Merit",NA,NA,"https://medals.org.uk/argentina/argentina005.htm","Americas"
"124",124,"Argentina"," Order of May for Military Merit","Orden de Mayo Al Mérito Militar","1957","https://medals.org.uk/argentina/argentina003.htm","Americas"
"125",125,"Argentina"," Order of Aeronautical Merit",NA,NA,"https://medals.org.uk/argentina/argentina006.htm","Americas"
"126",126,"Argentina"," Cross for Heroic Valour in Combat",NA,NA,"https://medals.org.uk/argentina/argentina032.htm","Americas"
"127",127,"Argentina"," Medal for Heroic Courage in Combat",NA,NA,"https://medals.org.uk/argentina/argentina040.htm","Americas"
"128",128,"Argentina"," Medal for Valour in Combat",NA,NA,"https://medals.org.uk/argentina/argentina033.htm","Americas"
"129",129,"Argentina"," Medal for Military Honour",NA,NA,"https://medals.org.uk/argentina/argentina041.htm","Americas"
"130",130,"Argentina"," Medal of Recognition",NA,NA,"https://medals.org.uk/argentina/argentina038.htm","Americas"
"131",131,"Argentina"," Medal of Honour for Valour and Discipline",NA,NA,"https://medals.org.uk/argentina/argentina039.htm","Americas"
"132",132,"Argentina"," Medal for Those Who Died in Combat",NA,NA,"https://medals.org.uk/argentina/argentina034.htm","Americas"
"133",133,"Argentina"," Medal for Those Wounded",NA,NA,"https://medals.org.uk/argentina/argentina035.htm","Americas"
"134",134,"Argentina"," Perdriel Medal 1806","Escudo de Perdriel","1806","https://medals.org.uk/argentina/argentina049.htm","Americas"
"135",135,"Argentina"," Buenos Aires Medal 1809","Medalla por defensa de Buenos Aires","1809","https://medals.org.uk/argentina/argentina050.htm","Americas"
"136",136,"Argentina"," Medal of Tupiza 1810","Medalla de Tupiza","1810","https://medals.org.uk/argentina/argentina007.htm","Americas"
"137",137,"Argentina"," Medal of Aruhuma 1810",NA,NA,"https://medals.org.uk/argentina/argentina008.htm","Americas"
"138",138,"Argentina"," Medal of Las Piedras 1812",NA,NA,"https://medals.org.uk/argentina/argentina009.htm","Americas"
"139",139,"Argentina"," Medal of Montevideo 1814",NA,NA,"https://medals.org.uk/argentina/argentina010.htm","Americas"
"140",140,"Argentina"," Medal of Humahuaca 1817",NA,NA,"https://medals.org.uk/argentina/argentina011.htm","Americas"
"141",141,"Argentina"," Medal of Salta 1817",NA,NA,"https://medals.org.uk/argentina/argentina014.htm","Americas"
"142",142,"Argentina"," Medal of Santiago del Estero 1817",NA,NA,"https://medals.org.uk/argentina/argentina012.htm","Americas"
"143",143,"Argentina"," Medal of Chacabuco 1817",NA,NA,"https://medals.org.uk/argentina/argentina016.htm","Americas"
"144",144,"Argentina"," Medal of San Luis 1819",NA,NA,"https://medals.org.uk/argentina/argentina013.htm","Americas"
"145",145,"Argentina"," Medal of Order 1819",NA,NA,"https://medals.org.uk/argentina/argentina015.htm","Americas"
"146",146,"Argentina"," Medal of Punta del Medano 1821",NA,NA,"https://medals.org.uk/argentina/argentina017.htm","Americas"
"147",147,"Argentina"," Medal of the Aucas 1829",NA,NA,"https://medals.org.uk/argentina/argentina018.htm","Americas"
"148",148,"Argentina"," Medal to Liberators of Cordoba",NA,NA,"https://medals.org.uk/argentina/argentina019.htm","Americas"
"149",149,"Argentina"," Medal of Corrientes 1865",NA,NA,"https://medals.org.uk/argentina/argentina025.htm","Americas"
"150",150,"Argentina"," Medal of the Salado 1830",NA,NA,"https://medals.org.uk/argentina/argentina021.htm","Americas"
"151",151,"Argentina"," Medal of Rio Colorado 1834",NA,NA,"https://medals.org.uk/argentina/argentina022.htm","Americas"
"152",152,"Argentina"," Medal of Pago Largo 1839",NA,NA,"https://medals.org.uk/argentina/argentina024.htm","Americas"
"153",153,"Argentina"," Medal for Victory Over Indians 1839",NA,NA,"https://medals.org.uk/argentina/argentina023.htm","Americas"
"154",154,"Argentina"," Medal of the Salado 1856",NA,NA,"https://medals.org.uk/argentina/argentina028.htm","Americas"
"155",155,"Argentina"," Medal for the Liberators of Corrientes","Medalla a los vencedores de Corrientes","1865","https://medals.org.uk/argentina/argentina020.htm","Americas"
"156",156,"Argentina"," Medal for the Paraguayan War 1865-1870",NA,"1866","https://medals.org.uk/argentina/argentina046.htm","Americas"
"157",157,"Argentina"," Medal for Allied Troops in Operations Against Paraguay",NA,NA,"https://medals.org.uk/argentina/argentina047.htm","Americas"
"158",158,"Argentina"," Medal to the Army of Operations",NA,NA,"https://medals.org.uk/argentina/argentina026.htm","Americas"
"159",159,"Argentina"," Medal to Corrientes National Guard 1870",NA,NA,"https://medals.org.uk/argentina/argentina027.htm","Americas"
"160",160,"Argentina"," Rio Negro and Patagonia Campaign Medal, 1878-81",NA,NA,"https://medals.org.uk/argentina/argentina029.htm","Americas"
"161",161,"Argentina"," Medal of the Andes 1883",NA,NA,"https://medals.org.uk/argentina/argentina030.htm","Americas"
"162",162,"Argentina"," Medal of Chaco 1884",NA,NA,"https://medals.org.uk/argentina/argentina031.htm","Americas"
"163",163,"Argentina"," Medal for the Chaco Campaign 1888",NA,NA,"https://medals.org.uk/argentina/argentina048.htm","Americas"
"164",164,"Argentina"," Medal for the Catamarca Campaign 1891",NA,NA,"https://medals.org.uk/argentina/argentina045.htm","Americas"
"165",165,"Argentina"," Campaign Medal for Operations Against Subversive Terrorists 1970-79",NA,NA,"https://medals.org.uk/argentina/argentina042.htm","Americas"
"166",166,"Argentina"," Medal for the Malvinas Campaign 1982",NA,NA,"https://medals.org.uk/argentina/argentina043.htm","Americas"
"167",167,"Argentina"," Medal for the Buenos Aires National Guard",NA,NA,"https://medals.org.uk/argentina/argentina036.htm","Americas"
"168",168,"Argentina"," Medal for the Surrender of Uruguay",NA,NA,"https://medals.org.uk/argentina/argentina037.htm","Americas"
"169",169,"Argentina"," Medal for the Gulf War 1991",NA,NA,"https://medals.org.uk/argentina/argentina044.htm","Americas"
"170",170,"United Nations"," UN Operations in Mozambique (ONUMOZ) Medal",NA,NA,"https://medals.org.uk/argentina/../united-nations/united-nations005.htm",NA
"171",171,"United Nations","
UN
    Mission for the Referendum in Western Sahara Medal
(MINURSO)",NA,NA,"https://medals.org.uk/argentina/../united-nations/united-nations004.htm",NA
"172",172,"Armenia"," Order of the Motherland","<U+0540><U+0561><U+0575><U+0561><U+057D><U+057F><U+0561><U+0576><U+056B> <U+0561><U+0566><U+0563><U+0561><U+0575><U+056B><U+0576> <U+0570><U+0565><U+0580><U+0578><U+057D>","1994","https://medals.org.uk/armenia/armenia001.htm","Asia"
"173",173,"Armenia"," Order of the Combat Cross","<U+0544><U+0561><U+0580><U+057F><U+0561><U+056F><U+0561><U+0576> <U+056D><U+0561><U+0579> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>","1994","https://medals.org.uk/armenia/armenia002.htm","Asia"
"174",174,"Armenia"," Order of Glory","<U+0553><U+0561><U+057C><U+0584><U+056B> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>",NA,"https://medals.org.uk/armenia/armenia024.htm","Asia"
"175",175,"Armenia"," Order of Honour","<U+054A><U+0561><U+057F><U+057E><U+0578> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>","2000","https://medals.org.uk/armenia/armenia003.htm","Asia"
"176",176,"Armenia"," Order of St. Mesrop Mashtots","<U+054D><U+0578><U+0582><U+0580><U+0562> <U+0544><U+0565><U+057D><U+0580><U+0578><U+057A> <U+0544><U+0561><U+0577><U+057F><U+0578><U+0581><U+056B> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>","1993","https://medals.org.uk/armenia/armenia004.htm","Asia"
"177",177,"Armenia"," Order of Tigran the Great","<U+054F><U+056B><U+0563><U+0580><U+0561><U+0576> <U+0544><U+0565><U+056E> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>","2002","https://medals.org.uk/armenia/armenia005.htm","Asia"
"178",178,"Armenia"," Order of Vardan Mamikonian","<U+054E><U+0561><U+0580><U+0564><U+0561><U+0576> <U+0544><U+0561><U+0574><U+056B><U+056F><U+0578><U+0576><U+0575><U+0561><U+0576> <U+0577><U+0584><U+0561><U+0576><U+0577><U+0561><U+0576>","2002","https://medals.org.uk/armenia/armenia006.htm","Asia"
"179",179,"Armenia"," Medal for Courage","<U+0531><U+0580><U+056B><U+0578><U+0582><U+0569><U+0575><U+0561><U+0576> <U+0574><U+0565><U+0564><U+0561><U+056C>","1993","https://medals.org.uk/armenia/armenia007.htm","Asia"
"180",180,"Armenia"," Medal for Service in Combat","<U+0544><U+0561><U+0580><U+057F><U+0561><U+056F><U+0561><U+0576> <U+056E><U+0561><U+057C><U+0561><U+0575><U+0578><U+0582><U+0569><U+0575><U+0561><U+0576> <U+0574><U+0565><U+0564><U+0561><U+056C>","1993","https://medals.org.uk/armenia/armenia008.htm","Asia"
"181",181,"Armenia"," Medal for Merit to the Motherland","<U+0540><U+0561><U+0575><U+0580><U+0565><U+0576><U+056B><U+0584><U+056B><U+0576> <U+0574><U+0561><U+057F><U+0578><U+0582><U+0581><U+0561><U+056E> <U+056E><U+0561><U+057C><U+0561><U+0575><U+0578><U+0582><U+0569><U+0575><U+0578><U+0582><U+0576><U+0576><U+0565><U+0580><U+056B> <U+0570><U+0561><U+0574><U+0561><U+0580> <U+0574><U+0565><U+0564><U+0561><U+056C>",NA,"https://medals.org.uk/armenia/armenia009.htm","Asia"
"182",182,"Armenia"," Medal for Excellent Maintenance of Public Order","<U+0540><U+0561><U+057D><U+0561><U+0580><U+0561><U+056F><U+0561><U+056F><U+0561><U+0576> <U+056F><U+0561><U+0580><U+0563><U+056B> <U+0563><U+0565><U+0580><U+0561><U+0566><U+0561><U+0576><U+0581> <U+057A><U+0561><U+0570><U+057A><U+0561><U+0576><U+0574><U+0561><U+0576> <U+0570><U+0561><U+0574><U+0561><U+0580> <U+0574><U+0565><U+0564><U+0561><U+056C>",NA,"https://medals.org.uk/armenia/armenia010.htm","Asia"
